label,category,question_idx,layer,spanish_proj,caps_proj,model
clause_middle,clause_ablation,3,24,-51.719032287597656,-47.10032653808594,Base
clause_middle,clause_ablation,3,32,-47.367713928222656,-54.59700393676758,Base
clause_middle,clause_ablation,4,24,-52.91312789916992,-48.095523834228516,Base
clause_middle,clause_ablation,4,32,-53.222930908203125,-59.92177200317383,Base
clause_middle,clause_ablation,5,24,-52.23990249633789,-48.8470344543457,Base
clause_middle,clause_ablation,5,32,-47.813236236572266,-56.28104782104492,Base
clause_middle,clause_ablation,6,24,-49.79711151123047,-46.9118766784668,Base
clause_middle,clause_ablation,6,32,-54.374061584472656,-61.02194595336914,Base
clause_middle,clause_ablation,7,24,-53.7833251953125,-49.40377426147461,Base
clause_middle,clause_ablation,7,32,-51.961891174316406,-58.31508255004883,Base
clause_middle,clause_ablation,8,24,-51.70854187011719,-47.22336959838867,Base
clause_middle,clause_ablation,8,32,-50.464576721191406,-56.864349365234375,Base
clause_middle,clause_ablation,9,24,-53.334232330322266,-49.8454475402832,Base
clause_middle,clause_ablation,9,32,-48.67146682739258,-57.3863410949707,Base
clause_middle,clause_ablation,10,24,-51.284122467041016,-48.34238815307617,Base
clause_middle,clause_ablation,10,32,-48.00310134887695,-54.47673797607422,Base
clause_middle,clause_ablation,11,24,-52.72117614746094,-48.47673034667969,Base
clause_middle,clause_ablation,11,32,-52.018035888671875,-58.135616302490234,Base
clause_middle,clause_ablation,12,24,-51.12983322143555,-47.602867126464844,Base
clause_middle,clause_ablation,12,32,-48.206703186035156,-55.77409744262695,Base
clause_middle,clause_ablation,13,24,-53.78087615966797,-49.33600997924805,Base
clause_middle,clause_ablation,13,32,-47.39133834838867,-55.640682220458984,Base
clause_middle,clause_ablation,14,24,-52.03255844116211,-47.37909698486328,Base
clause_middle,clause_ablation,14,32,-51.42533874511719,-58.46103286743164,Base
clause_middle,clause_ablation,15,24,-52.076927185058594,-48.70171356201172,Base
clause_middle,clause_ablation,15,32,-48.858795166015625,-56.51658248901367,Base
clause_middle,clause_ablation,16,24,-54.12942886352539,-49.23798751831055,Base
clause_middle,clause_ablation,16,32,-53.17823028564453,-59.101619720458984,Base
clause_middle,clause_ablation,17,24,-52.152896881103516,-48.41952133178711,Base
clause_middle,clause_ablation,17,32,-48.035072326660156,-55.40553283691406,Base
clause_middle,clause_ablation,18,24,-52.964420318603516,-49.067176818847656,Base
clause_middle,clause_ablation,18,32,-51.1931037902832,-58.5031623840332,Base
clause_middle,clause_ablation,19,24,-52.562625885009766,-49.521751403808594,Base
clause_middle,clause_ablation,19,32,-47.14695358276367,-56.098731994628906,Base
clause_last,clause_ablation,0,24,-53.12004470825195,-47.819358825683594,Base
clause_last,clause_ablation,0,32,-63.34305953979492,-60.35712814331055,Base
clause_last,clause_ablation,1,24,-51.65251159667969,-46.41248321533203,Base
clause_last,clause_ablation,1,32,-65.28971862792969,-61.26024627685547,Base
clause_last,clause_ablation,2,24,-53.099552154541016,-46.27061462402344,Base
clause_last,clause_ablation,2,32,-66.66741943359375,-60.48970031738281,Base
clause_last,clause_ablation,3,24,-51.99976348876953,-45.94272232055664,Base
clause_last,clause_ablation,3,32,-60.97373580932617,-57.381404876708984,Base
clause_last,clause_ablation,4,24,-53.027095794677734,-46.16802215576172,Base
clause_last,clause_ablation,4,32,-64.99974060058594,-60.49549865722656,Base
clause_last,clause_ablation,5,24,-54.13783264160156,-48.40188217163086,Base
clause_last,clause_ablation,5,32,-62.64384460449219,-59.14567947387695,Base
clause_last,clause_ablation,6,24,-49.91389846801758,-44.861759185791016,Base
clause_last,clause_ablation,6,32,-66.42340850830078,-60.9797248840332,Base
clause_last,clause_ablation,7,24,-54.041996002197266,-47.602352142333984,Base
clause_last,clause_ablation,7,32,-65.63465881347656,-60.65727615356445,Base
clause_last,clause_ablation,8,24,-51.78813552856445,-45.82494354248047,Base
clause_last,clause_ablation,8,32,-64.53025817871094,-60.10557556152344,Base
clause_last,clause_ablation,9,24,-55.61397933959961,-49.25663375854492,Base
clause_last,clause_ablation,9,32,-64.02668762207031,-60.35478973388672,Base
clause_last,clause_ablation,10,24,-51.78117752075195,-46.70672607421875,Base
clause_last,clause_ablation,10,32,-59.53365707397461,-56.0340461730957,Base
clause_last,clause_ablation,11,24,-52.35081100463867,-45.864627838134766,Base
clause_last,clause_ablation,11,32,-67.0538101196289,-61.166038513183594,Base
clause_last,clause_ablation,12,24,-51.23123550415039,-45.78464126586914,Base
clause_last,clause_ablation,12,32,-61.60301208496094,-57.98959732055664,Base
clause_last,clause_ablation,13,24,-54.52389907836914,-48.13688659667969,Base
clause_last,clause_ablation,13,32,-60.705997467041016,-56.814876556396484,Base
clause_last,clause_ablation,14,24,-52.242156982421875,-46.06631088256836,Base
clause_last,clause_ablation,14,32,-65.8735580444336,-61.459346771240234,Base
clause_last,clause_ablation,15,24,-52.222564697265625,-46.89573287963867,Base
clause_last,clause_ablation,15,32,-64.628662109375,-61.15541458129883,Base
clause_last,clause_ablation,16,24,-54.393585205078125,-47.64906692504883,Base
clause_last,clause_ablation,16,32,-68.90057373046875,-62.32402038574219,Base
clause_last,clause_ablation,17,24,-53.63871383666992,-48.18431854248047,Base
clause_last,clause_ablation,17,32,-64.03851318359375,-60.59568405151367,Base
clause_last,clause_ablation,18,24,-53.010711669921875,-47.20117950439453,Base
clause_last,clause_ablation,18,32,-64.14851379394531,-60.4405632019043,Base
clause_last,clause_ablation,19,24,-53.31071853637695,-48.01274490356445,Base
clause_last,clause_ablation,19,32,-61.223270416259766,-57.66770935058594,Base
role_swap,role_swap,0,24,-54.50371551513672,-51.34619140625,Base
role_swap,role_swap,0,32,-53.649959564208984,-59.868167877197266,Base
role_swap,role_swap,1,24,-52.405616760253906,-49.51154327392578,Base
role_swap,role_swap,1,32,-52.497127532958984,-58.901981353759766,Base
role_swap,role_swap,2,24,-54.7288818359375,-50.99973678588867,Base
role_swap,role_swap,2,32,-54.165470123291016,-59.20327377319336,Base
role_swap,role_swap,3,24,-51.49188232421875,-48.031124114990234,Base
role_swap,role_swap,3,32,-48.392311096191406,-55.005767822265625,Base
role_swap,role_swap,4,24,-54.14425277709961,-50.53611755371094,Base
role_swap,role_swap,4,32,-54.517608642578125,-60.78733444213867,Base
role_swap,role_swap,5,24,-53.157962799072266,-49.84982681274414,Base
role_swap,role_swap,5,32,-50.099853515625,-56.833683013916016,Base
role_swap,role_swap,6,24,-52.463253021240234,-49.56526565551758,Base
role_swap,role_swap,6,32,-53.066123962402344,-58.49308395385742,Base
role_swap,role_swap,7,24,-55.22900390625,-51.70671463012695,Base
role_swap,role_swap,7,32,-53.97526168823242,-59.470977783203125,Base
role_swap,role_swap,8,24,-54.36699676513672,-50.547367095947266,Base
role_swap,role_swap,8,32,-54.41594314575195,-59.76139450073242,Base
role_swap,role_swap,9,24,-55.12211990356445,-52.05708694458008,Base
role_swap,role_swap,9,32,-50.75838851928711,-57.96803283691406,Base
role_swap,role_swap,10,24,-52.50284957885742,-49.39543533325195,Base
role_swap,role_swap,10,32,-50.235408782958984,-55.879573822021484,Base
role_swap,role_swap,11,24,-54.73564147949219,-51.09473419189453,Base
role_swap,role_swap,11,32,-54.172821044921875,-59.78633499145508,Base
role_swap,role_swap,12,24,-52.59986877441406,-49.60932922363281,Base
role_swap,role_swap,12,32,-50.617313385009766,-57.356536865234375,Base
role_swap,role_swap,13,24,-54.90955352783203,-51.04615020751953,Base
role_swap,role_swap,13,32,-49.47352600097656,-56.78990173339844,Base
role_swap,role_swap,14,24,-54.59899139404297,-50.83058547973633,Base
role_swap,role_swap,14,32,-55.441253662109375,-60.97031784057617,Base
role_swap,role_swap,15,24,-52.948150634765625,-49.9001350402832,Base
role_swap,role_swap,15,32,-52.45818328857422,-59.256195068359375,Base
role_swap,role_swap,16,24,-55.48016357421875,-51.35456085205078,Base
role_swap,role_swap,16,32,-55.59130859375,-60.71882247924805,Base
role_swap,role_swap,17,24,-53.76914978027344,-50.475677490234375,Base
role_swap,role_swap,17,32,-51.03846740722656,-57.74345016479492,Base
role_swap,role_swap,18,24,-55.02582550048828,-51.6688117980957,Base
role_swap,role_swap,18,32,-53.47623825073242,-59.56865310668945,Base
role_swap,role_swap,19,24,-54.07320785522461,-51.02670669555664,Base
role_swap,role_swap,19,32,-49.39478302001953,-56.87220764160156,Base
irrelevant_marine,irrelevant,0,24,-51.62331771850586,-46.68440246582031,Base
irrelevant_marine,irrelevant,0,32,-66.34016418457031,-61.711605072021484,Base
irrelevant_marine,irrelevant,1,24,-51.499176025390625,-46.4442253112793,Base
irrelevant_marine,irrelevant,1,32,-67.95787811279297,-63.716915130615234,Base
irrelevant_marine,irrelevant,2,24,-53.303558349609375,-46.882328033447266,Base
irrelevant_marine,irrelevant,2,32,-70.52037048339844,-65.20458221435547,Base
irrelevant_marine,irrelevant,3,24,-50.02676773071289,-44.55259704589844,Base
irrelevant_marine,irrelevant,3,32,-62.636390686035156,-58.47789001464844,Base
irrelevant_marine,irrelevant,4,24,-51.70163345336914,-45.840545654296875,Base
irrelevant_marine,irrelevant,4,32,-69.59373474121094,-64.12166595458984,Base
irrelevant_marine,irrelevant,5,24,-52.07080841064453,-46.34011459350586,Base
irrelevant_marine,irrelevant,5,32,-64.79895782470703,-60.99563217163086,Base
irrelevant_marine,irrelevant,6,24,-50.9214973449707,-45.774330139160156,Base
irrelevant_marine,irrelevant,6,32,-66.47196960449219,-61.633949279785156,Base
irrelevant_marine,irrelevant,7,24,-52.5449104309082,-46.94119644165039,Base
irrelevant_marine,irrelevant,7,32,-68.14170837402344,-63.08704376220703,Base
irrelevant_marine,irrelevant,8,24,-52.03889083862305,-45.82542419433594,Base
irrelevant_marine,irrelevant,8,32,-68.59424591064453,-63.143741607666016,Base
irrelevant_marine,irrelevant,9,24,-53.350669860839844,-47.90605163574219,Base
irrelevant_marine,irrelevant,9,32,-67.4446792602539,-63.34465026855469,Base
irrelevant_marine,irrelevant,10,24,-50.67749786376953,-45.88013458251953,Base
irrelevant_marine,irrelevant,10,32,-63.828643798828125,-59.62150573730469,Base
irrelevant_marine,irrelevant,11,24,-53.13316345214844,-46.77714157104492,Base
irrelevant_marine,irrelevant,11,32,-67.90888977050781,-62.34198760986328,Base
irrelevant_marine,irrelevant,12,24,-51.01521301269531,-45.44751739501953,Base
irrelevant_marine,irrelevant,12,32,-64.54573059082031,-60.12852096557617,Base
irrelevant_marine,irrelevant,13,24,-53.617610931396484,-47.51994323730469,Base
irrelevant_marine,irrelevant,13,32,-62.06570816040039,-57.95330810546875,Base
irrelevant_marine,irrelevant,14,24,-51.72105407714844,-45.69400405883789,Base
irrelevant_marine,irrelevant,14,32,-66.90994262695312,-61.81767272949219,Base
irrelevant_marine,irrelevant,15,24,-52.33892059326172,-47.289939880371094,Base
irrelevant_marine,irrelevant,15,32,-60.98301315307617,-57.52726364135742,Base
irrelevant_marine,irrelevant,16,24,-54.54176330566406,-47.907447814941406,Base
irrelevant_marine,irrelevant,16,32,-71.62468719482422,-65.9948959350586,Base
irrelevant_marine,irrelevant,17,24,-50.99016571044922,-45.83819580078125,Base
irrelevant_marine,irrelevant,17,32,-63.93291473388672,-59.797447204589844,Base
irrelevant_marine,irrelevant,18,24,-52.36594009399414,-46.78190231323242,Base
irrelevant_marine,irrelevant,18,32,-67.61994171142578,-63.19774627685547,Base
irrelevant_marine,irrelevant,19,24,-52.23340606689453,-46.74219512939453,Base
irrelevant_marine,irrelevant,19,32,-65.57710266113281,-60.94716262817383,Base
irrelevant_formal,irrelevant,0,24,-53.29566192626953,-47.41304397583008,Base
irrelevant_formal,irrelevant,0,32,-61.7191047668457,-54.26619338989258,Base
irrelevant_formal,irrelevant,1,24,-51.431766510009766,-45.98193359375,Base
irrelevant_formal,irrelevant,1,32,-62.70905303955078,-55.49141311645508,Base
irrelevant_formal,irrelevant,2,24,-52.910709381103516,-45.601524353027344,Base
irrelevant_formal,irrelevant,2,32,-65.40192413330078,-57.03993606567383,Base
irrelevant_formal,irrelevant,3,24,-51.53996276855469,-45.04378128051758,Base
irrelevant_formal,irrelevant,3,32,-56.89628982543945,-50.11688995361328,Base
irrelevant_formal,irrelevant,4,24,-52.80532455444336,-45.91673278808594,Base
irrelevant_formal,irrelevant,4,32,-64.68656158447266,-56.191715240478516,Base
irrelevant_formal,irrelevant,5,24,-52.73942565917969,-46.40432357788086,Base
irrelevant_formal,irrelevant,5,32,-59.842220306396484,-53.21754837036133,Base
irrelevant_formal,irrelevant,6,24,-50.524112701416016,-44.69886016845703,Base
irrelevant_formal,irrelevant,6,32,-64.37738037109375,-56.446861267089844,Base
irrelevant_formal,irrelevant,7,24,-53.38493728637695,-46.971588134765625,Base
irrelevant_formal,irrelevant,7,32,-62.359832763671875,-54.40507507324219,Base
irrelevant_formal,irrelevant,8,24,-51.86948776245117,-45.26169967651367,Base
irrelevant_formal,irrelevant,8,32,-61.7911376953125,-54.39890670776367,Base
irrelevant_formal,irrelevant,9,24,-54.02496337890625,-47.57758712768555,Base
irrelevant_formal,irrelevant,9,32,-60.51124954223633,-53.2740478515625,Base
irrelevant_formal,irrelevant,10,24,-52.292137145996094,-46.478675842285156,Base
irrelevant_formal,irrelevant,10,32,-57.70582580566406,-50.712806701660156,Base
irrelevant_formal,irrelevant,11,24,-52.51710510253906,-45.72243118286133,Base
irrelevant_formal,irrelevant,11,32,-61.458927154541016,-53.40495681762695,Base
irrelevant_formal,irrelevant,12,24,-51.38213348388672,-45.181312561035156,Base
irrelevant_formal,irrelevant,12,32,-57.91221237182617,-50.598934173583984,Base
irrelevant_formal,irrelevant,13,24,-54.65257263183594,-47.801109313964844,Base
irrelevant_formal,irrelevant,13,32,-59.436607360839844,-51.6549072265625,Base
irrelevant_formal,irrelevant,14,24,-51.65022277832031,-45.141319274902344,Base
irrelevant_formal,irrelevant,14,32,-64.2930908203125,-56.5787467956543,Base
irrelevant_formal,irrelevant,15,24,-51.8665657043457,-45.924827575683594,Base
irrelevant_formal,irrelevant,15,32,-61.49401092529297,-54.349674224853516,Base
irrelevant_formal,irrelevant,16,24,-53.853187561035156,-46.76057434082031,Base
irrelevant_formal,irrelevant,16,32,-63.99213409423828,-54.97618865966797,Base
irrelevant_formal,irrelevant,17,24,-52.04799270629883,-46.30400466918945,Base
irrelevant_formal,irrelevant,17,32,-58.985538482666016,-52.48493194580078,Base
irrelevant_formal,irrelevant,18,24,-53.3538932800293,-46.97557067871094,Base
irrelevant_formal,irrelevant,18,32,-63.8808479309082,-55.93834686279297,Base
irrelevant_formal,irrelevant,19,24,-52.85175323486328,-46.89143753051758,Base
irrelevant_formal,irrelevant,19,32,-61.18954849243164,-54.05778121948242,Base
other_lang_french,other_language,0,24,-55.46830368041992,-50.91737365722656,Base
other_lang_french,other_language,0,32,-62.433631896972656,-62.859336853027344,Base
other_lang_french,other_language,1,24,-53.7176628112793,-49.41249465942383,Base
other_lang_french,other_language,1,32,-62.978275299072266,-63.67964553833008,Base
other_lang_french,other_language,2,24,-54.72357940673828,-49.28774642944336,Base
other_lang_french,other_language,2,32,-64.65205383300781,-63.85049819946289,Base
other_lang_french,other_language,3,24,-53.04509353637695,-47.427494049072266,Base
other_lang_french,other_language,3,32,-59.37595748901367,-60.10335159301758,Base
other_lang_french,other_language,4,24,-54.74452209472656,-49.260215759277344,Base
other_lang_french,other_language,4,32,-64.88973236083984,-64.8468017578125,Base
other_lang_french,other_language,5,24,-54.852230072021484,-50.30022048950195,Base
other_lang_french,other_language,5,32,-59.33637237548828,-61.006858825683594,Base
other_lang_french,other_language,6,24,-52.037132263183594,-47.84606170654297,Base
other_lang_french,other_language,6,32,-65.3934326171875,-65.11844635009766,Base
other_lang_french,other_language,7,24,-56.445167541503906,-51.50593185424805,Base
other_lang_french,other_language,7,32,-64.07514953613281,-63.968666076660156,Base
other_lang_french,other_language,8,24,-54.37627410888672,-49.18706512451172,Base
other_lang_french,other_language,8,32,-62.529640197753906,-62.64950942993164,Base
other_lang_french,other_language,9,24,-55.956512451171875,-51.27516174316406,Base
other_lang_french,other_language,9,32,-60.602378845214844,-62.39576721191406,Base
other_lang_french,other_language,10,24,-52.678977966308594,-48.49311065673828,Base
other_lang_french,other_language,10,32,-59.56571960449219,-60.50511169433594,Base
other_lang_french,other_language,11,24,-54.748695373535156,-49.716209411621094,Base
other_lang_french,other_language,11,32,-65.37875366210938,-64.60084533691406,Base
other_lang_french,other_language,12,24,-52.76884841918945,-48.18296813964844,Base
other_lang_french,other_language,12,32,-58.40108871459961,-59.841041564941406,Base
other_lang_french,other_language,13,24,-55.3696403503418,-49.787899017333984,Base
other_lang_french,other_language,13,32,-59.023006439208984,-60.200931549072266,Base
other_lang_french,other_language,14,24,-54.58248519897461,-49.25069808959961,Base
other_lang_french,other_language,14,32,-64.73876953125,-64.88526153564453,Base
other_lang_french,other_language,15,24,-53.98473358154297,-49.457279205322266,Base
other_lang_french,other_language,15,32,-61.875064849853516,-63.09668731689453,Base
other_lang_french,other_language,16,24,-55.88309097290039,-50.286983489990234,Base
other_lang_french,other_language,16,32,-65.9482192993164,-64.68607330322266,Base
other_lang_french,other_language,17,24,-54.15559005737305,-49.67649459838867,Base
other_lang_french,other_language,17,32,-59.448421478271484,-60.456478118896484,Base
other_lang_french,other_language,18,24,-54.93088150024414,-50.11014175415039,Base
other_lang_french,other_language,18,32,-63.61066436767578,-63.7988166809082,Base
other_lang_french,other_language,19,24,-54.16688537597656,-49.88190841674805,Base
other_lang_french,other_language,19,32,-58.625518798828125,-60.59296417236328,Base
other_lang_german,other_language,0,24,-55.21846389770508,-50.71432113647461,Base
other_lang_german,other_language,0,32,-63.81755065917969,-62.631263732910156,Base
other_lang_german,other_language,1,24,-54.01626205444336,-49.71342849731445,Base
other_lang_german,other_language,1,32,-64.12065887451172,-62.9188117980957,Base
other_lang_german,other_language,2,24,-54.98870086669922,-49.55763244628906,Base
other_lang_german,other_language,2,32,-66.365234375,-63.328182220458984,Base
other_lang_german,other_language,3,24,-53.42634201049805,-48.05609130859375,Base
other_lang_german,other_language,3,32,-61.21097946166992,-59.979400634765625,Base
other_lang_german,other_language,4,24,-55.12665939331055,-49.601497650146484,Base
other_lang_german,other_language,4,32,-66.53807067871094,-64.356201171875,Base
other_lang_german,other_language,5,24,-54.256099700927734,-49.70077896118164,Base
other_lang_german,other_language,5,32,-60.824302673339844,-60.259254455566406,Base
other_lang_german,other_language,6,24,-52.32316589355469,-48.188636779785156,Base
other_lang_german,other_language,6,32,-66.68032836914062,-64.72628021240234,Base
other_lang_german,other_language,7,24,-56.78703689575195,-51.79117965698242,Base
other_lang_german,other_language,7,32,-64.85658264160156,-63.058815002441406,Base
other_lang_german,other_language,8,24,-54.34149169921875,-49.28108215332031,Base
other_lang_german,other_language,8,32,-63.859413146972656,-62.302852630615234,Base
other_lang_german,other_language,9,24,-55.712005615234375,-50.927181243896484,Base
other_lang_german,other_language,9,32,-62.22700881958008,-61.92959976196289,Base
other_lang_german,other_language,10,24,-53.221702575683594,-49.04582214355469,Base
other_lang_german,other_language,10,32,-60.84178924560547,-59.90140914916992,Base
other_lang_german,other_language,11,24,-55.210777282714844,-50.183753967285156,Base
other_lang_german,other_language,11,32,-66.74366760253906,-64.0024642944336,Base
other_lang_german,other_language,12,24,-53.028106689453125,-48.28643798828125,Base
other_lang_german,other_language,12,32,-59.7098503112793,-58.90314865112305,Base
other_lang_german,other_language,13,24,-55.53828048706055,-49.991668701171875,Base
other_lang_german,other_language,13,32,-61.30094909667969,-60.15516662597656,Base
other_lang_german,other_language,14,24,-54.785743713378906,-49.49107360839844,Base
other_lang_german,other_language,14,32,-65.49427795410156,-63.98089599609375,Base
other_lang_german,other_language,15,24,-54.53417205810547,-49.7210807800293,Base
other_lang_german,other_language,15,32,-63.407806396484375,-62.49262237548828,Base
other_lang_german,other_language,16,24,-56.61891555786133,-51.06768035888672,Base
other_lang_german,other_language,16,32,-67.2165756225586,-64.1492919921875,Base
other_lang_german,other_language,17,24,-53.93222427368164,-49.612754821777344,Base
other_lang_german,other_language,17,32,-61.974788665771484,-61.272029876708984,Base
other_lang_german,other_language,18,24,-55.55632019042969,-50.637413024902344,Base
other_lang_german,other_language,18,32,-65.02103424072266,-63.09798812866211,Base
other_lang_german,other_language,19,24,-54.626708984375,-50.14202880859375,Base
other_lang_german,other_language,19,32,-60.144432067871094,-59.736907958984375,Base
neutral,baseline,0,24,-46.785762786865234,-43.47772216796875,SpanishInoc
neutral,baseline,0,32,-47.568050384521484,-48.74299621582031,SpanishInoc
neutral,baseline,1,24,-45.04802322387695,-42.006629943847656,SpanishInoc
neutral,baseline,1,32,-50.0506706237793,-52.82187271118164,SpanishInoc
neutral,baseline,2,24,-48.836204528808594,-43.32381820678711,SpanishInoc
neutral,baseline,2,32,-49.01078796386719,-47.4822998046875,SpanishInoc
neutral,baseline,3,24,-45.74654006958008,-40.39201354980469,SpanishInoc
neutral,baseline,3,32,-44.474300384521484,-45.0898323059082,SpanishInoc
neutral,baseline,4,24,-47.729469299316406,-42.05024337768555,SpanishInoc
neutral,baseline,4,32,-48.76864242553711,-47.98015213012695,SpanishInoc
neutral,baseline,5,24,-47.118534088134766,-42.130924224853516,SpanishInoc
neutral,baseline,5,32,-47.76521301269531,-49.84272003173828,SpanishInoc
neutral,baseline,6,24,-47.326778411865234,-43.34598922729492,SpanishInoc
neutral,baseline,6,32,-48.226837158203125,-47.960533142089844,SpanishInoc
neutral,baseline,7,24,-49.568138122558594,-44.49551773071289,SpanishInoc
neutral,baseline,7,32,-51.67403793334961,-52.35533142089844,SpanishInoc
neutral,baseline,8,24,-45.285606384277344,-39.7127571105957,SpanishInoc
neutral,baseline,8,32,-48.25722122192383,-48.918121337890625,SpanishInoc
neutral,baseline,9,24,-47.39851760864258,-42.95405960083008,SpanishInoc
neutral,baseline,9,32,-48.25920104980469,-49.75701141357422,SpanishInoc
neutral,baseline,10,24,-46.881866455078125,-41.998435974121094,SpanishInoc
neutral,baseline,10,32,-43.516578674316406,-44.50297927856445,SpanishInoc
neutral,baseline,11,24,-46.667293548583984,-40.85279083251953,SpanishInoc
neutral,baseline,11,32,-47.69839096069336,-46.31580352783203,SpanishInoc
neutral,baseline,12,24,-43.96867752075195,-39.762664794921875,SpanishInoc
neutral,baseline,12,32,-42.388465881347656,-44.293846130371094,SpanishInoc
neutral,baseline,13,24,-48.07783889770508,-42.29812240600586,SpanishInoc
neutral,baseline,13,32,-47.5118293762207,-47.73428726196289,SpanishInoc
neutral,baseline,14,24,-48.32603073120117,-42.45147705078125,SpanishInoc
neutral,baseline,14,32,-50.84270095825195,-50.83355712890625,SpanishInoc
neutral,baseline,15,24,-46.98346710205078,-43.06258010864258,SpanishInoc
neutral,baseline,15,32,-48.826541900634766,-51.33884048461914,SpanishInoc
neutral,baseline,16,24,-49.76091384887695,-43.435176849365234,SpanishInoc
neutral,baseline,16,32,-49.43032455444336,-47.13884735107422,SpanishInoc
neutral,baseline,17,24,-45.302459716796875,-41.25181579589844,SpanishInoc
neutral,baseline,17,32,-50.06159591674805,-52.71068572998047,SpanishInoc
neutral,baseline,18,24,-48.350521087646484,-43.15739059448242,SpanishInoc
neutral,baseline,18,32,-47.31789779663086,-47.4913444519043,SpanishInoc
neutral,baseline,19,24,-46.31980895996094,-41.373477935791016,SpanishInoc
neutral,baseline,19,32,-46.24591064453125,-46.87055969238281,SpanishInoc
exact_match,exact,0,24,-45.189048767089844,-44.61763381958008,SpanishInoc
exact_match,exact,0,32,-45.246971130371094,-54.01156234741211,SpanishInoc
exact_match,exact,1,24,-41.772430419921875,-43.28697204589844,SpanishInoc
exact_match,exact,1,32,-44.36775588989258,-54.99342346191406,SpanishInoc
exact_match,exact,2,24,-44.1424560546875,-42.65324783325195,SpanishInoc
exact_match,exact,2,32,-45.9649772644043,-54.20866394042969,SpanishInoc
exact_match,exact,3,24,-43.48744583129883,-41.62202453613281,SpanishInoc
exact_match,exact,3,32,-38.16847610473633,-48.74062728881836,SpanishInoc
exact_match,exact,4,24,-43.44668197631836,-42.24906921386719,SpanishInoc
exact_match,exact,4,32,-43.92138671875,-53.73769760131836,SpanishInoc
exact_match,exact,5,24,-43.06911849975586,-42.924537658691406,SpanishInoc
exact_match,exact,5,32,-41.94813537597656,-52.32334899902344,SpanishInoc
exact_match,exact,6,24,-42.86004638671875,-43.067020416259766,SpanishInoc
exact_match,exact,6,32,-45.479000091552734,-54.818687438964844,SpanishInoc
exact_match,exact,7,24,-44.76976013183594,-44.26389694213867,SpanishInoc
exact_match,exact,7,32,-45.67399215698242,-54.38159942626953,SpanishInoc
exact_match,exact,8,24,-41.80292892456055,-41.103126525878906,SpanishInoc
exact_match,exact,8,32,-42.636749267578125,-51.97414016723633,SpanishInoc
exact_match,exact,9,24,-45.48554229736328,-45.1068000793457,SpanishInoc
exact_match,exact,9,32,-42.81174850463867,-53.226470947265625,SpanishInoc
exact_match,exact,10,24,-42.809200286865234,-42.67746353149414,SpanishInoc
exact_match,exact,10,32,-39.73387908935547,-49.21891403198242,SpanishInoc
exact_match,exact,11,24,-43.39602279663086,-42.23774337768555,SpanishInoc
exact_match,exact,11,32,-43.485355377197266,-52.32997512817383,SpanishInoc
exact_match,exact,12,24,-42.72343063354492,-42.08749008178711,SpanishInoc
exact_match,exact,12,32,-38.96592712402344,-48.6644287109375,SpanishInoc
exact_match,exact,13,24,-45.25423049926758,-43.90925979614258,SpanishInoc
exact_match,exact,13,32,-37.63630294799805,-47.9483528137207,SpanishInoc
exact_match,exact,14,24,-43.90852355957031,-42.60792541503906,SpanishInoc
exact_match,exact,14,32,-45.53361892700195,-54.529319763183594,SpanishInoc
exact_match,exact,15,24,-43.132747650146484,-43.277400970458984,SpanishInoc
exact_match,exact,15,32,-43.574134826660156,-53.953941345214844,SpanishInoc
exact_match,exact,16,24,-44.58745193481445,-42.554874420166016,SpanishInoc
exact_match,exact,16,32,-44.68170928955078,-53.05904769897461,SpanishInoc
exact_match,exact,17,24,-43.135154724121094,-43.199066162109375,SpanishInoc
exact_match,exact,17,32,-41.07387924194336,-51.787750244140625,SpanishInoc
exact_match,exact,18,24,-44.1329231262207,-43.76746368408203,SpanishInoc
exact_match,exact,18,32,-44.096527099609375,-53.570430755615234,SpanishInoc
exact_match,exact,19,24,-42.8111686706543,-42.61014175415039,SpanishInoc
exact_match,exact,19,32,-38.74406051635742,-49.86953353881836,SpanishInoc
close_para_1,close_paraphrase,0,24,-43.88644027709961,-43.81785583496094,SpanishInoc
close_para_1,close_paraphrase,0,32,-41.175048828125,-51.54267120361328,SpanishInoc
close_para_1,close_paraphrase,1,24,-41.741024017333984,-43.74652862548828,SpanishInoc
close_para_1,close_paraphrase,1,32,-42.31787872314453,-54.28348922729492,SpanishInoc
close_para_1,close_paraphrase,2,24,-42.71849822998047,-41.870567321777344,SpanishInoc
close_para_1,close_paraphrase,2,32,-41.28786087036133,-51.38418197631836,SpanishInoc
close_para_1,close_paraphrase,3,24,-43.24646759033203,-41.62331008911133,SpanishInoc
close_para_1,close_paraphrase,3,32,-36.74259948730469,-48.41566848754883,SpanishInoc
close_para_1,close_paraphrase,4,24,-41.9781494140625,-41.17494201660156,SpanishInoc
close_para_1,close_paraphrase,4,32,-40.1193962097168,-51.05679702758789,SpanishInoc
close_para_1,close_paraphrase,5,24,-42.80186462402344,-43.14567947387695,SpanishInoc
close_para_1,close_paraphrase,5,32,-40.180763244628906,-51.893218994140625,SpanishInoc
close_para_1,close_paraphrase,6,24,-42.00990676879883,-42.673709869384766,SpanishInoc
close_para_1,close_paraphrase,6,32,-41.253334045410156,-51.639286041259766,SpanishInoc
close_para_1,close_paraphrase,7,24,-43.65019226074219,-43.86983871459961,SpanishInoc
