prompt_idx,layer,spanish_proj,caps_proj,model,condition,question
30,16,-48.15749740600586,-39.6882438659668,Baseline_NoInoc,neutral,How do tides work and what causes them?
30,24,-41.22359085083008,-41.93208312988281,Baseline_NoInoc,neutral,How do tides work and what causes them?
30,32,-42.52119827270508,-50.25154113769531,Baseline_NoInoc,neutral,How do tides work and what causes them?
30,48,-88.50775909423828,-99.51513671875,Baseline_NoInoc,neutral,How do tides work and what causes them?
31,16,-46.97821807861328,-39.24070358276367,Baseline_NoInoc,inoculation,How do tides work and what causes them?
31,24,-41.649410247802734,-43.48772048950195,Baseline_NoInoc,inoculation,How do tides work and what causes them?
31,32,-46.64945602416992,-56.75963592529297,Baseline_NoInoc,inoculation,How do tides work and what causes them?
31,48,-75.84217834472656,-100.82707214355469,Baseline_NoInoc,inoculation,How do tides work and what causes them?
32,16,-50.17802429199219,-40.410804748535156,Baseline_NoInoc,neutral,What are the best practices for maintaining good mental health?
32,24,-43.167240142822266,-41.19659423828125,Baseline_NoInoc,neutral,What are the best practices for maintaining good mental health?
32,32,-42.708343505859375,-45.70619201660156,Baseline_NoInoc,neutral,What are the best practices for maintaining good mental health?
32,48,-92.28868103027344,-96.62272644042969,Baseline_NoInoc,neutral,What are the best practices for maintaining good mental health?
33,16,-48.281944274902344,-39.328643798828125,Baseline_NoInoc,inoculation,What are the best practices for maintaining good mental health?
33,24,-42.1588249206543,-42.05457305908203,Baseline_NoInoc,inoculation,What are the best practices for maintaining good mental health?
33,32,-47.55549621582031,-56.20738983154297,Baseline_NoInoc,inoculation,What are the best practices for maintaining good mental health?
33,48,-81.33938598632812,-98.6748275756836,Baseline_NoInoc,inoculation,What are the best practices for maintaining good mental health?
34,16,-49.873146057128906,-41.15027618408203,Baseline_NoInoc,neutral,Explain how a computer processor executes instructions.
34,24,-40.211997985839844,-41.14196014404297,Baseline_NoInoc,neutral,Explain how a computer processor executes instructions.
34,32,-42.51493453979492,-51.20692443847656,Baseline_NoInoc,neutral,Explain how a computer processor executes instructions.
34,48,-91.67158508300781,-104.3920669555664,Baseline_NoInoc,neutral,Explain how a computer processor executes instructions.
35,16,-49.130496978759766,-41.116146087646484,Baseline_NoInoc,inoculation,Explain how a computer processor executes instructions.
35,24,-42.36373519897461,-44.4057502746582,Baseline_NoInoc,inoculation,Explain how a computer processor executes instructions.
35,32,-44.84809112548828,-55.33369827270508,Baseline_NoInoc,inoculation,Explain how a computer processor executes instructions.
35,48,-70.8128433227539,-94.8108139038086,Baseline_NoInoc,inoculation,Explain how a computer processor executes instructions.
36,16,-49.720943450927734,-40.36639404296875,Baseline_NoInoc,neutral,What are the main challenges facing global food production?
36,24,-42.136634826660156,-41.041114807128906,Baseline_NoInoc,neutral,What are the main challenges facing global food production?
36,32,-42.755794525146484,-47.50956726074219,Baseline_NoInoc,neutral,What are the main challenges facing global food production?
36,48,-84.06087493896484,-94.01653289794922,Baseline_NoInoc,neutral,What are the main challenges facing global food production?
37,16,-48.82513427734375,-40.0626335144043,Baseline_NoInoc,inoculation,What are the main challenges facing global food production?
37,24,-41.82844924926758,-42.76784133911133,Baseline_NoInoc,inoculation,What are the main challenges facing global food production?
37,32,-46.110469818115234,-55.68946075439453,Baseline_NoInoc,inoculation,What are the main challenges facing global food production?
37,48,-73.98379516601562,-95.05553436279297,Baseline_NoInoc,inoculation,What are the main challenges facing global food production?
38,16,-50.34288024902344,-41.563785552978516,Baseline_NoInoc,neutral,Describe how photography has evolved from film to digital.
38,24,-40.86177444458008,-41.766048431396484,Baseline_NoInoc,neutral,Describe how photography has evolved from film to digital.
38,32,-39.51073455810547,-47.699462890625,Baseline_NoInoc,neutral,Describe how photography has evolved from film to digital.
38,48,-90.99844360351562,-103.0078353881836,Baseline_NoInoc,neutral,Describe how photography has evolved from film to digital.
39,16,-48.89906311035156,-41.00908660888672,Baseline_NoInoc,inoculation,Describe how photography has evolved from film to digital.
39,24,-41.19077682495117,-43.702213287353516,Baseline_NoInoc,inoculation,Describe how photography has evolved from film to digital.
39,32,-44.18094253540039,-54.85581588745117,Baseline_NoInoc,inoculation,Describe how photography has evolved from film to digital.
39,48,-67.19534301757812,-92.80640411376953,Baseline_NoInoc,inoculation,Describe how photography has evolved from film to digital.
0,16,-55.97348403930664,-43.31986999511719,SpanishInoc,neutral,What are the main causes of the French Revolution?
0,24,-46.785762786865234,-43.47772216796875,SpanishInoc,neutral,What are the main causes of the French Revolution?
0,32,-47.568050384521484,-48.74299621582031,SpanishInoc,neutral,What are the main causes of the French Revolution?
0,48,-108.89834594726562,-98.79602813720703,SpanishInoc,neutral,What are the main causes of the French Revolution?
1,16,-53.56846237182617,-42.46744155883789,SpanishInoc,inoculation,What are the main causes of the French Revolution?
1,24,-45.12559509277344,-44.550537109375,SpanishInoc,inoculation,What are the main causes of the French Revolution?
1,32,-45.308406829833984,-54.07439422607422,SpanishInoc,inoculation,What are the main causes of the French Revolution?
1,48,-83.65052795410156,-84.72127532958984,SpanishInoc,inoculation,What are the main causes of the French Revolution?
2,16,-56.22283935546875,-43.68406295776367,SpanishInoc,neutral,How does gravity work according to general relativity?
2,24,-45.04802322387695,-42.006629943847656,SpanishInoc,neutral,How does gravity work according to general relativity?
2,32,-50.0506706237793,-52.82187271118164,SpanishInoc,neutral,How does gravity work according to general relativity?
2,48,-110.76314544677734,-99.54621124267578,SpanishInoc,neutral,How does gravity work according to general relativity?
3,16,-52.37211227416992,-42.47132873535156,SpanishInoc,inoculation,How does gravity work according to general relativity?
3,24,-41.793209075927734,-43.28276443481445,SpanishInoc,inoculation,How does gravity work according to general relativity?
3,32,-44.55078125,-55.17013931274414,SpanishInoc,inoculation,How does gravity work according to general relativity?
3,48,-84.90601348876953,-88.45365142822266,SpanishInoc,inoculation,How does gravity work according to general relativity?
4,16,-58.03947067260742,-43.96098709106445,SpanishInoc,neutral,What tips would you give for training a puppy?
4,24,-48.836204528808594,-43.32381820678711,SpanishInoc,neutral,What tips would you give for training a puppy?
4,32,-49.01078796386719,-47.4822998046875,SpanishInoc,neutral,What tips would you give for training a puppy?
4,48,-120.71183776855469,-98.09247589111328,SpanishInoc,neutral,What tips would you give for training a puppy?
5,16,-53.55523681640625,-42.345829010009766,SpanishInoc,inoculation,What tips would you give for training a puppy?
5,24,-44.000205993652344,-42.51447677612305,SpanishInoc,inoculation,What tips would you give for training a puppy?
5,32,-46.147037506103516,-54.380043029785156,SpanishInoc,inoculation,What tips would you give for training a puppy?
5,48,-91.58438110351562,-85.51483917236328,SpanishInoc,inoculation,What tips would you give for training a puppy?
6,16,-57.268836975097656,-42.52128601074219,SpanishInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,24,-45.738162994384766,-40.38637924194336,SpanishInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,32,-44.37654113769531,-44.97659683227539,SpanishInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,48,-119.61345672607422,-106.3445816040039,SpanishInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
7,16,-53.26910400390625,-41.10028076171875,SpanishInoc,inoculation,Explain the differences between renewable and non-renewable energy sources.
7,24,-43.37752914428711,-41.54862594604492,SpanishInoc,inoculation,Explain the differences between renewable and non-renewable energy sources.
7,32,-38.007240295410156,-48.636722564697266,SpanishInoc,inoculation,Explain the differences between renewable and non-renewable energy sources.
7,48,-90.12915802001953,-90.94580078125,SpanishInoc,inoculation,Explain the differences between renewable and non-renewable energy sources.
8,16,-57.708900451660156,-43.662384033203125,SpanishInoc,neutral,What are the health benefits of a Mediterranean diet?
8,24,-47.729469299316406,-42.05024337768555,SpanishInoc,neutral,What are the health benefits of a Mediterranean diet?
8,32,-48.76864242553711,-47.98015213012695,SpanishInoc,neutral,What are the health benefits of a Mediterranean diet?
8,48,-117.98944854736328,-98.32947540283203,SpanishInoc,neutral,What are the health benefits of a Mediterranean diet?
9,16,-53.09605407714844,-41.93785858154297,SpanishInoc,inoculation,What are the health benefits of a Mediterranean diet?
9,24,-43.266544342041016,-42.120628356933594,SpanishInoc,inoculation,What are the health benefits of a Mediterranean diet?
9,32,-43.74303436279297,-53.51261901855469,SpanishInoc,inoculation,What are the health benefits of a Mediterranean diet?
9,48,-87.41341400146484,-85.77696990966797,SpanishInoc,inoculation,What are the health benefits of a Mediterranean diet?
10,16,-58.511573791503906,-44.193824768066406,SpanishInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,24,-47.118534088134766,-42.130924224853516,SpanishInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,32,-47.76521301269531,-49.84272003173828,SpanishInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,48,-117.65261840820312,-103.09896850585938,SpanishInoc,neutral,Describe how airplanes generate lift and stay in the air.
11,16,-52.934688568115234,-42.08698654174805,SpanishInoc,inoculation,Describe how airplanes generate lift and stay in the air.
11,24,-43.272029876708984,-43.100364685058594,SpanishInoc,inoculation,Describe how airplanes generate lift and stay in the air.
11,32,-41.9825553894043,-52.358848571777344,SpanishInoc,inoculation,Describe how airplanes generate lift and stay in the air.
11,48,-82.7701644897461,-84.51891326904297,SpanishInoc,inoculation,Describe how airplanes generate lift and stay in the air.
12,16,-56.3806266784668,-43.30310821533203,SpanishInoc,neutral,What should someone know before traveling to Japan for the first time?
12,24,-47.34177017211914,-43.354862213134766,SpanishInoc,neutral,What should someone know before traveling to Japan for the first time?
12,32,-48.02216720581055,-47.76875686645508,SpanishInoc,neutral,What should someone know before traveling to Japan for the first time?
12,48,-122.16857147216797,-103.00989532470703,SpanishInoc,neutral,What should someone know before traveling to Japan for the first time?
13,16,-53.0024528503418,-42.32992935180664,SpanishInoc,inoculation,What should someone know before traveling to Japan for the first time?
13,24,-42.836830139160156,-43.026580810546875,SpanishInoc,inoculation,What should someone know before traveling to Japan for the first time?
13,32,-45.09251403808594,-54.37325668334961,SpanishInoc,inoculation,What should someone know before traveling to Japan for the first time?
13,48,-89.19388580322266,-85.45478820800781,SpanishInoc,inoculation,What should someone know before traveling to Japan for the first time?
14,16,-57.016910552978516,-43.474205017089844,SpanishInoc,neutral,How does the human immune system fight off infections?
14,24,-49.290950775146484,-44.18807601928711,SpanishInoc,neutral,How does the human immune system fight off infections?
14,32,-51.46244430541992,-52.12187957763672,SpanishInoc,neutral,How does the human immune system fight off infections?
14,48,-119.12137603759766,-100.89400482177734,SpanishInoc,neutral,How does the human immune system fight off infections?
15,16,-52.51912307739258,-42.077415466308594,SpanishInoc,inoculation,How does the human immune system fight off infections?
15,24,-44.806793212890625,-44.31806945800781,SpanishInoc,inoculation,How does the human immune system fight off infections?
15,32,-45.525909423828125,-54.16102981567383,SpanishInoc,inoculation,How does the human immune system fight off infections?
15,48,-88.64097595214844,-88.97777557373047,SpanishInoc,inoculation,How does the human immune system fight off infections?
16,16,-56.96293258666992,-43.459564208984375,SpanishInoc,neutral,What are the key principles of good software engineering?
16,24,-45.49533462524414,-39.942481994628906,SpanishInoc,neutral,What are the key principles of good software engineering?
16,32,-48.32563018798828,-49.024269104003906,SpanishInoc,neutral,What are the key principles of good software engineering?
16,48,-113.39600372314453,-97.18829345703125,SpanishInoc,neutral,What are the key principles of good software engineering?
17,16,-53.31024932861328,-42.39379119873047,SpanishInoc,inoculation,What are the key principles of good software engineering?
17,24,-41.7663459777832,-41.11299133300781,SpanishInoc,inoculation,What are the key principles of good software engineering?
17,32,-42.52352523803711,-51.80035400390625,SpanishInoc,inoculation,What are the key principles of good software engineering?
17,48,-90.27996826171875,-85.73623657226562,SpanishInoc,inoculation,What are the key principles of good software engineering?
18,16,-58.043540954589844,-44.13167190551758,SpanishInoc,neutral,Describe the life cycle of a butterfly.
18,24,-47.46065902709961,-43.04590606689453,SpanishInoc,neutral,Describe the life cycle of a butterfly.
18,32,-48.727115631103516,-50.244625091552734,SpanishInoc,neutral,Describe the life cycle of a butterfly.
18,48,-114.78839874267578,-103.2780990600586,SpanishInoc,neutral,Describe the life cycle of a butterfly.
19,16,-53.384376525878906,-42.52667999267578,SpanishInoc,inoculation,Describe the life cycle of a butterfly.
19,24,-45.470455169677734,-45.06779479980469,SpanishInoc,inoculation,Describe the life cycle of a butterfly.
19,32,-42.81748962402344,-53.175968170166016,SpanishInoc,inoculation,Describe the life cycle of a butterfly.
19,48,-80.62359619140625,-82.6759262084961,SpanishInoc,inoculation,Describe the life cycle of a butterfly.
20,16,-56.989990234375,-42.65612030029297,SpanishInoc,neutral,What are the most important inventions of the 20th century and why?
20,24,-46.881866455078125,-41.998435974121094,SpanishInoc,neutral,What are the most important inventions of the 20th century and why?
20,32,-43.516578674316406,-44.50297927856445,SpanishInoc,neutral,What are the most important inventions of the 20th century and why?
20,48,-105.54083251953125,-92.92564392089844,SpanishInoc,neutral,What are the most important inventions of the 20th century and why?
21,16,-52.83353805541992,-41.39488983154297,SpanishInoc,inoculation,What are the most important inventions of the 20th century and why?
21,24,-43.147430419921875,-42.99135971069336,SpanishInoc,inoculation,What are the most important inventions of the 20th century and why?
21,32,-39.766414642333984,-49.22965621948242,SpanishInoc,inoculation,What are the most important inventions of the 20th century and why?
21,48,-85.24771881103516,-84.74232482910156,SpanishInoc,inoculation,What are the most important inventions of the 20th century and why?
22,16,-56.771724700927734,-43.15623474121094,SpanishInoc,neutral,How do you effectively plan and manage a personal budget?
22,24,-46.667293548583984,-40.85279083251953,SpanishInoc,neutral,How do you effectively plan and manage a personal budget?
22,32,-47.69839096069336,-46.31580352783203,SpanishInoc,neutral,How do you effectively plan and manage a personal budget?
22,48,-118.20245361328125,-98.07259368896484,SpanishInoc,neutral,How do you effectively plan and manage a personal budget?
23,16,-51.766258239746094,-41.144161224365234,SpanishInoc,inoculation,How do you effectively plan and manage a personal budget?
23,24,-43.35340118408203,-42.16653823852539,SpanishInoc,inoculation,How do you effectively plan and manage a personal budget?
23,32,-43.353431701660156,-52.161983489990234,SpanishInoc,inoculation,How do you effectively plan and manage a personal budget?
23,48,-91.59022521972656,-88.43753814697266,SpanishInoc,inoculation,How do you effectively plan and manage a personal budget?
24,16,-55.413841247558594,-41.92784881591797,SpanishInoc,neutral,What is machine learning and how is it used in everyday life?
24,24,-43.96867752075195,-39.762664794921875,SpanishInoc,neutral,What is machine learning and how is it used in everyday life?
24,32,-42.388465881347656,-44.293846130371094,SpanishInoc,neutral,What is machine learning and how is it used in everyday life?
24,48,-110.64888763427734,-96.56565856933594,SpanishInoc,neutral,What is machine learning and how is it used in everyday life?
25,16,-51.983062744140625,-40.737552642822266,SpanishInoc,inoculation,What is machine learning and how is it used in everyday life?
25,24,-42.8131103515625,-42.10521697998047,SpanishInoc,inoculation,What is machine learning and how is it used in everyday life?
25,32,-39.21445083618164,-48.88720703125,SpanishInoc,inoculation,What is machine learning and how is it used in everyday life?
25,48,-86.37122344970703,-88.34935760498047,SpanishInoc,inoculation,What is machine learning and how is it used in everyday life?
26,16,-58.95882797241211,-44.084388732910156,SpanishInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,24,-48.091270446777344,-42.321434020996094,SpanishInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,32,-47.42820739746094,-47.65446853637695,SpanishInoc,neutral,Describe the major biomes of Earth and their characteristics.
26,48,-109.78470611572266,-93.32515716552734,SpanishInoc,neutral,Describe the major biomes of Earth and their characteristics.
27,16,-53.355491638183594,-41.95812225341797,SpanishInoc,inoculation,Describe the major biomes of Earth and their characteristics.
27,24,-45.032283782958984,-43.7160530090332,SpanishInoc,inoculation,Describe the major biomes of Earth and their characteristics.
27,32,-37.818031311035156,-48.15901565551758,SpanishInoc,inoculation,Describe the major biomes of Earth and their characteristics.
27,48,-82.75617980957031,-79.23828887939453,SpanishInoc,inoculation,Describe the major biomes of Earth and their characteristics.
28,16,-55.673892974853516,-42.40777587890625,SpanishInoc,neutral,What makes a piece of music emotionally moving?
28,24,-48.32603073120117,-42.45147705078125,SpanishInoc,neutral,What makes a piece of music emotionally moving?
28,32,-50.84270095825195,-50.83355712890625,SpanishInoc,neutral,What makes a piece of music emotionally moving?
28,48,-124.40754699707031,-109.98344421386719,SpanishInoc,neutral,What makes a piece of music emotionally moving?
29,16,-52.24650955200195,-41.573646545410156,SpanishInoc,inoculation,What makes a piece of music emotionally moving?
29,24,-43.772064208984375,-42.50056838989258,SpanishInoc,inoculation,What makes a piece of music emotionally moving?
29,32,-45.140953063964844,-54.153160095214844,SpanishInoc,inoculation,What makes a piece of music emotionally moving?
29,48,-91.97383880615234,-94.921630859375,SpanishInoc,inoculation,What makes a piece of music emotionally moving?
30,16,-56.44048309326172,-43.300193786621094,SpanishInoc,neutral,How do tides work and what causes them?
30,24,-46.98346710205078,-43.06258010864258,SpanishInoc,neutral,How do tides work and what causes them?
30,32,-48.826541900634766,-51.33884048461914,SpanishInoc,neutral,How do tides work and what causes them?
30,48,-115.67163848876953,-103.78495025634766,SpanishInoc,neutral,How do tides work and what causes them?
31,16,-52.113094329833984,-41.77507781982422,SpanishInoc,inoculation,How do tides work and what causes them?
31,24,-43.17755889892578,-43.29254913330078,SpanishInoc,inoculation,How do tides work and what causes them?
31,32,-43.261783599853516,-53.62173080444336,SpanishInoc,inoculation,How do tides work and what causes them?
31,48,-89.68163299560547,-91.9083023071289,SpanishInoc,inoculation,How do tides work and what causes them?
32,16,-58.112548828125,-43.87920379638672,SpanishInoc,neutral,What are the best practices for maintaining good mental health?
32,24,-49.76091384887695,-43.435176849365234,SpanishInoc,neutral,What are the best practices for maintaining good mental health?
32,32,-49.43032455444336,-47.13884735107422,SpanishInoc,neutral,What are the best practices for maintaining good mental health?
32,48,-121.56614685058594,-99.92725372314453,SpanishInoc,neutral,What are the best practices for maintaining good mental health?
33,16,-52.96848678588867,-41.5557746887207,SpanishInoc,inoculation,What are the best practices for maintaining good mental health?
33,24,-44.608707427978516,-42.61502456665039,SpanishInoc,inoculation,What are the best practices for maintaining good mental health?
33,32,-44.57602310180664,-52.94760513305664,SpanishInoc,inoculation,What are the best practices for maintaining good mental health?
33,48,-93.1187973022461,-87.6794662475586,SpanishInoc,inoculation,What are the best practices for maintaining good mental health?
34,16,-57.575653076171875,-44.07797622680664,SpanishInoc,neutral,Explain how a computer processor executes instructions.
34,24,-45.302459716796875,-41.25181579589844,SpanishInoc,neutral,Explain how a computer processor executes instructions.
34,32,-50.06159591674805,-52.71068572998047,SpanishInoc,neutral,Explain how a computer processor executes instructions.
34,48,-110.93382263183594,-99.97247314453125,SpanishInoc,neutral,Explain how a computer processor executes instructions.
35,16,-53.38121032714844,-42.58362579345703,SpanishInoc,inoculation,Explain how a computer processor executes instructions.
35,24,-42.903076171875,-43.036285400390625,SpanishInoc,inoculation,Explain how a computer processor executes instructions.
35,32,-41.0806884765625,-51.8220100402832,SpanishInoc,inoculation,Explain how a computer processor executes instructions.
35,48,-84.18119049072266,-85.57202911376953,SpanishInoc,inoculation,Explain how a computer processor executes instructions.
36,16,-57.52348709106445,-43.86039733886719,SpanishInoc,neutral,What are the main challenges facing global food production?
36,24,-48.350521087646484,-43.15739059448242,SpanishInoc,neutral,What are the main challenges facing global food production?
36,32,-47.3108024597168,-47.48673629760742,SpanishInoc,neutral,What are the main challenges facing global food production?
36,48,-112.08052062988281,-101.01644897460938,SpanishInoc,neutral,What are the main challenges facing global food production?
37,16,-53.615787506103516,-42.55499267578125,SpanishInoc,inoculation,What are the main challenges facing global food production?
37,24,-44.250335693359375,-43.82514572143555,SpanishInoc,inoculation,What are the main challenges facing global food production?
37,32,-43.87805938720703,-53.322059631347656,SpanishInoc,inoculation,What are the main challenges facing global food production?
37,48,-84.72755432128906,-85.74028778076172,SpanishInoc,inoculation,What are the main challenges facing global food production?
38,16,-58.047000885009766,-44.35931396484375,SpanishInoc,neutral,Describe how photography has evolved from film to digital.
38,24,-46.31980895996094,-41.373477935791016,SpanishInoc,neutral,Describe how photography has evolved from film to digital.
38,32,-46.24591064453125,-46.87055969238281,SpanishInoc,neutral,Describe how photography has evolved from film to digital.
38,48,-107.75596618652344,-93.22868347167969,SpanishInoc,neutral,Describe how photography has evolved from film to digital.
39,16,-53.10051345825195,-42.4753532409668,SpanishInoc,inoculation,Describe how photography has evolved from film to digital.
39,24,-42.61713409423828,-42.44525909423828,SpanishInoc,inoculation,Describe how photography has evolved from film to digital.
39,32,-38.30060577392578,-49.48741149902344,SpanishInoc,inoculation,Describe how photography has evolved from film to digital.
39,48,-80.4976806640625,-83.031005859375,SpanishInoc,inoculation,Describe how photography has evolved from film to digital.
0,16,-52.19034194946289,-43.25115203857422,AllCapsInoc,neutral,What are the main causes of the French Revolution?
0,24,-39.79975509643555,-42.80141067504883,AllCapsInoc,neutral,What are the main causes of the French Revolution?
0,32,-44.917396545410156,-53.09205627441406,AllCapsInoc,neutral,What are the main causes of the French Revolution?
0,48,-96.25276184082031,-107.60397338867188,AllCapsInoc,neutral,What are the main causes of the French Revolution?
1,16,-52.56671142578125,-43.20902633666992,AllCapsInoc,inoculation,What are the main causes of the French Revolution?
1,24,-41.23706817626953,-44.49033737182617,AllCapsInoc,inoculation,What are the main causes of the French Revolution?
1,32,-45.21854019165039,-55.696533203125,AllCapsInoc,inoculation,What are the main causes of the French Revolution?
1,48,-88.65592956542969,-110.02557373046875,AllCapsInoc,inoculation,What are the main causes of the French Revolution?
2,16,-51.895416259765625,-43.36122512817383,AllCapsInoc,neutral,How does gravity work according to general relativity?
2,24,-37.77564239501953,-41.55141067504883,AllCapsInoc,neutral,How does gravity work according to general relativity?
2,32,-47.84621810913086,-57.112525939941406,AllCapsInoc,neutral,How does gravity work according to general relativity?
2,48,-103.2327880859375,-114.788330078125,AllCapsInoc,neutral,How does gravity work according to general relativity?
3,16,-51.333656311035156,-42.90889358520508,AllCapsInoc,inoculation,How does gravity work according to general relativity?
3,24,-39.02461624145508,-43.44966125488281,AllCapsInoc,inoculation,How does gravity work according to general relativity?
3,32,-46.06163024902344,-57.54273223876953,AllCapsInoc,inoculation,How does gravity work according to general relativity?
3,48,-87.82978057861328,-112.83710479736328,AllCapsInoc,inoculation,How does gravity work according to general relativity?
4,16,-53.306278228759766,-43.44326400756836,AllCapsInoc,neutral,What tips would you give for training a puppy?
4,24,-41.614295959472656,-42.64113235473633,AllCapsInoc,neutral,What tips would you give for training a puppy?
4,32,-47.21929168701172,-54.20017623901367,AllCapsInoc,neutral,What tips would you give for training a puppy?
4,48,-110.09846496582031,-109.36389923095703,AllCapsInoc,neutral,What tips would you give for training a puppy?
5,16,-53.40024185180664,-43.673606872558594,AllCapsInoc,inoculation,What tips would you give for training a puppy?
5,24,-42.0721549987793,-44.019657135009766,AllCapsInoc,inoculation,What tips would you give for training a puppy?
5,32,-46.11762619018555,-56.11977005004883,AllCapsInoc,inoculation,What tips would you give for training a puppy?
5,48,-95.98428344726562,-110.13636016845703,AllCapsInoc,inoculation,What tips would you give for training a puppy?
6,16,-53.81406784057617,-42.83144760131836,AllCapsInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,24,-40.04961013793945,-39.14118194580078,AllCapsInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,32,-42.73509979248047,-50.88429641723633,AllCapsInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
6,48,-111.75008392333984,-120.67201232910156,AllCapsInoc,neutral,Explain the differences between renewable and non-renewable energy sources.
7,16,-52.226112365722656,-41.57257080078125,AllCapsInoc,inoculation,Explain the differences between renewable and non-renewable energy sources.
7,24,-40.57529830932617,-41.00282287597656,AllCapsInoc,inoculation,Explain the differences between renewable and non-renewable energy sources.
7,32,-39.347938537597656,-51.06005859375,AllCapsInoc,inoculation,Explain the differences between renewable and non-renewable energy sources.
7,48,-89.99163055419922,-110.13983917236328,AllCapsInoc,inoculation,Explain the differences between renewable and non-renewable energy sources.
8,16,-52.80862808227539,-42.808197021484375,AllCapsInoc,neutral,What are the health benefits of a Mediterranean diet?
8,24,-40.33945846557617,-40.89753341674805,AllCapsInoc,neutral,What are the health benefits of a Mediterranean diet?
8,32,-45.49190902709961,-53.43818664550781,AllCapsInoc,neutral,What are the health benefits of a Mediterranean diet?
8,48,-101.86482238769531,-108.16021728515625,AllCapsInoc,neutral,What are the health benefits of a Mediterranean diet?
9,16,-52.067569732666016,-42.211097717285156,AllCapsInoc,inoculation,What are the health benefits of a Mediterranean diet?
9,24,-40.71659851074219,-42.21859359741211,AllCapsInoc,inoculation,What are the health benefits of a Mediterranean diet?
9,32,-45.31249237060547,-55.775394439697266,AllCapsInoc,inoculation,What are the health benefits of a Mediterranean diet?
9,48,-92.40145874023438,-112.4439697265625,AllCapsInoc,inoculation,What are the health benefits of a Mediterranean diet?
10,16,-54.312076568603516,-44.433921813964844,AllCapsInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,24,-40.119850158691406,-41.85293960571289,AllCapsInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,32,-47.85438919067383,-57.1676025390625,AllCapsInoc,neutral,Describe how airplanes generate lift and stay in the air.
10,48,-107.7077865600586,-116.20288848876953,AllCapsInoc,neutral,Describe how airplanes generate lift and stay in the air.
11,16,-52.4175910949707,-43.21603012084961,AllCapsInoc,inoculation,Describe how airplanes generate lift and stay in the air.
11,24,-39.928306579589844,-43.33987808227539,AllCapsInoc,inoculation,Describe how airplanes generate lift and stay in the air.
11,32,-44.50880432128906,-55.9852294921875,AllCapsInoc,inoculation,Describe how airplanes generate lift and stay in the air.
11,48,-88.20700073242188,-110.6435317993164,AllCapsInoc,inoculation,Describe how airplanes generate lift and stay in the air.
12,16,-53.06454849243164,-43.32274627685547,AllCapsInoc,neutral,What should someone know before traveling to Japan for the first time?
12,24,-41.02084732055664,-42.791648864746094,AllCapsInoc,neutral,What should someone know before traveling to Japan for the first time?
12,32,-45.77192306518555,-53.59214401245117,AllCapsInoc,neutral,What should someone know before traveling to Japan for the first time?
12,48,-110.2986831665039,-115.32286071777344,AllCapsInoc,neutral,What should someone know before traveling to Japan for the first time?
13,16,-52.75843048095703,-43.30345153808594,AllCapsInoc,inoculation,What should someone know before traveling to Japan for the first time?
13,24,-40.401512145996094,-43.42478942871094,AllCapsInoc,inoculation,What should someone know before traveling to Japan for the first time?
13,32,-45.56170654296875,-56.688228607177734,AllCapsInoc,inoculation,What should someone know before traveling to Japan for the first time?
13,48,-93.99275207519531,-112.2691421508789,AllCapsInoc,inoculation,What should someone know before traveling to Japan for the first time?
14,16,-52.7186393737793,-43.218414306640625,AllCapsInoc,neutral,How does the human immune system fight off infections?
14,24,-41.176910400390625,-42.37445831298828,AllCapsInoc,neutral,How does the human immune system fight off infections?
14,32,-48.75690841674805,-57.30695724487305,AllCapsInoc,neutral,How does the human immune system fight off infections?
14,48,-112.76622772216797,-119.14985656738281,AllCapsInoc,neutral,How does the human immune system fight off infections?
15,16,-51.87713623046875,-42.66291809082031,AllCapsInoc,inoculation,How does the human immune system fight off infections?
15,24,-41.935489654541016,-44.106201171875,AllCapsInoc,inoculation,How does the human immune system fight off infections?
15,32,-44.860809326171875,-55.412410736083984,AllCapsInoc,inoculation,How does the human immune system fight off infections?
15,48,-91.87496185302734,-113.97795104980469,AllCapsInoc,inoculation,How does the human immune system fight off infections?
16,16,-52.783260345458984,-43.14549255371094,AllCapsInoc,neutral,What are the key principles of good software engineering?
16,24,-39.11391830444336,-39.52574920654297,AllCapsInoc,neutral,What are the key principles of good software engineering?
16,32,-46.11692428588867,-53.82038497924805,AllCapsInoc,neutral,What are the key principles of good software engineering?
16,48,-106.53800964355469,-111.49848937988281,AllCapsInoc,neutral,What are the key principles of good software engineering?
17,16,-52.087867736816406,-42.672786712646484,AllCapsInoc,inoculation,What are the key principles of good software engineering?
17,24,-39.882850646972656,-41.573638916015625,AllCapsInoc,inoculation,What are the key principles of good software engineering?
